Algorithm;Input_name;Input_description;Runs_warmup;Runs_actual;AVG Result;Input_length;Input_values
Algorithms.BubbleSortUntilNoChange;Unsorted STRING input;No description;1000;100000;494;10;[srztc, zlvwzow, oscdke, bxatvroa, omhnv, igopcqicv, wyhjn, zinhc, dggwc, ygeyjcuq]
Algorithms.BubbleSortPassPerItem;Unsorted STRING input;No description;1000;100000;496;10;[srztc, zlvwzow, oscdke, bxatvroa, omhnv, igopcqicv, wyhjn, zinhc, dggwc, ygeyjcuq]
Algorithms.BubbleSortWhileNeeded;Unsorted STRING input;No description;1000;100000;277;10;[srztc, zlvwzow, oscdke, bxatvroa, omhnv, igopcqicv, wyhjn, zinhc, dggwc, ygeyjcuq]
Algorithms.BubbleSortUntilNoChange;Sorted STRING input;No description;1000;100000;28;10;[cqfknpa, eiwclxvn, gvlfiwxs, iuqiceaqk, kigrtqit, nqvdueoj, plkgrdhh, qdkbb, vzfgxv, whfrrp]
Algorithms.BubbleSortPassPerItem;Sorted STRING input;No description;1000;100000;390;10;[cqfknpa, eiwclxvn, gvlfiwxs, iuqiceaqk, kigrtqit, nqvdueoj, plkgrdhh, qdkbb, vzfgxv, whfrrp]
Algorithms.BubbleSortWhileNeeded;Sorted STRING input;No description;1000;100000;30;10;[cqfknpa, eiwclxvn, gvlfiwxs, iuqiceaqk, kigrtqit, nqvdueoj, plkgrdhh, qdkbb, vzfgxv, whfrrp]
Algorithms.BubbleSortUntilNoChange;Sorted STRING reverse input;No description;1000;100000;552;10;[xrvlmubfx, wvxbwzqu, wifnr, vfudnj, upcnidb, quigzxml, oiwqkpnsb, kyruecsv, enzgxypa, dudwrh]
Algorithms.BubbleSortPassPerItem;Sorted STRING reverse input;No description;1000;100000;501;10;[xrvlmubfx, wvxbwzqu, wifnr, vfudnj, upcnidb, quigzxml, oiwqkpnsb, kyruecsv, enzgxypa, dudwrh]
Algorithms.BubbleSortWhileNeeded;Sorted STRING reverse input;No description;1000;100000;350;10;[xrvlmubfx, wvxbwzqu, wifnr, vfudnj, upcnidb, quigzxml, oiwqkpnsb, kyruecsv, enzgxypa, dudwrh]
Algorithms.BubbleSortUntilNoChange;Unsorted STRING input;No description;1000;100000;58735;100;[dbwknor, crzwfsew, mhnozjiqj, ypyjajep, pcqijdvg, mwgbvjea, dvvdqfroc, vstmy, hrjbpm, vevlvxqt, ycbjzw, fntfyc, tcmuxlzz, nforx, solqj, lpugqwp, vpypqyi, tzwkxtrwy, oujdf, jbepm, gaksqoc, ygowjuiij, jqloqoel, zkjrrt, glvwu, afgsgjufm, howehlwkr, vwppnjted, rkyfzgeub, qsanjql, wuaauobe, uwaxrsek, mcpncqfjt, lgrdrct, vcuxad, chhwb, skdcpbr, pqrsi, lgnkwzo, wgjzlxn, pioinexq, oksvqdc, pomffcfo, itrpwmgh, bvcsxmht, pxangajn, awedyj, hpvestr, pqhkge, gfbgvxhtw, htuouw, xwvzpq, zjwjaui, fawpm, svkkxbx, bltxp, elayzu, muwbrp, gpdnsnz, dtzmybn, jacdf, yhtupex, yzmcob, pvmoqwqzv, tamrajy, cijyr, faydw, rxhynm, eltwl, hubfn, dkxtkggco, jmxgm, axlsnntrq, mjolrv, fvoicnaot, flnai, isqdcws, skfakyutc, yfhinlq, azovyrfdq, qcgnfqz, rocqune, qerpimufr, dtjbzrbgo, ragrmm, brichhx, jtbowug, evgzlxjqt, nfyanv, zctbprazx, cuibg, iflpqgx, udqazvy, bwyfdj, wcwibvki, omsscy, mymmgkn, ugpqzrwmc, rajzmbir, oamfn]
Algorithms.BubbleSortPassPerItem;Unsorted STRING input;No description;1000;100000;61355;100;[dbwknor, crzwfsew, mhnozjiqj, ypyjajep, pcqijdvg, mwgbvjea, dvvdqfroc, vstmy, hrjbpm, vevlvxqt, ycbjzw, fntfyc, tcmuxlzz, nforx, solqj, lpugqwp, vpypqyi, tzwkxtrwy, oujdf, jbepm, gaksqoc, ygowjuiij, jqloqoel, zkjrrt, glvwu, afgsgjufm, howehlwkr, vwppnjted, rkyfzgeub, qsanjql, wuaauobe, uwaxrsek, mcpncqfjt, lgrdrct, vcuxad, chhwb, skdcpbr, pqrsi, lgnkwzo, wgjzlxn, pioinexq, oksvqdc, pomffcfo, itrpwmgh, bvcsxmht, pxangajn, awedyj, hpvestr, pqhkge, gfbgvxhtw, htuouw, xwvzpq, zjwjaui, fawpm, svkkxbx, bltxp, elayzu, muwbrp, gpdnsnz, dtzmybn, jacdf, yhtupex, yzmcob, pvmoqwqzv, tamrajy, cijyr, faydw, rxhynm, eltwl, hubfn, dkxtkggco, jmxgm, axlsnntrq, mjolrv, fvoicnaot, flnai, isqdcws, skfakyutc, yfhinlq, azovyrfdq, qcgnfqz, rocqune, qerpimufr, dtjbzrbgo, ragrmm, brichhx, jtbowug, evgzlxjqt, nfyanv, zctbprazx, cuibg, iflpqgx, udqazvy, bwyfdj, wcwibvki, omsscy, mymmgkn, ugpqzrwmc, rajzmbir, oamfn]
Algorithms.BubbleSortWhileNeeded;Unsorted STRING input;No description;1000;100000;38800;100;[dbwknor, crzwfsew, mhnozjiqj, ypyjajep, pcqijdvg, mwgbvjea, dvvdqfroc, vstmy, hrjbpm, vevlvxqt, ycbjzw, fntfyc, tcmuxlzz, nforx, solqj, lpugqwp, vpypqyi, tzwkxtrwy, oujdf, jbepm, gaksqoc, ygowjuiij, jqloqoel, zkjrrt, glvwu, afgsgjufm, howehlwkr, vwppnjted, rkyfzgeub, qsanjql, wuaauobe, uwaxrsek, mcpncqfjt, lgrdrct, vcuxad, chhwb, skdcpbr, pqrsi, lgnkwzo, wgjzlxn, pioinexq, oksvqdc, pomffcfo, itrpwmgh, bvcsxmht, pxangajn, awedyj, hpvestr, pqhkge, gfbgvxhtw, htuouw, xwvzpq, zjwjaui, fawpm, svkkxbx, bltxp, elayzu, muwbrp, gpdnsnz, dtzmybn, jacdf, yhtupex, yzmcob, pvmoqwqzv, tamrajy, cijyr, faydw, rxhynm, eltwl, hubfn, dkxtkggco, jmxgm, axlsnntrq, mjolrv, fvoicnaot, flnai, isqdcws, skfakyutc, yfhinlq, azovyrfdq, qcgnfqz, rocqune, qerpimufr, dtjbzrbgo, ragrmm, brichhx, jtbowug, evgzlxjqt, nfyanv, zctbprazx, cuibg, iflpqgx, udqazvy, bwyfdj, wcwibvki, omsscy, mymmgkn, ugpqzrwmc, rajzmbir, oamfn]
Algorithms.BubbleSortUntilNoChange;Sorted STRING input;No description;1000;100000;497;100;[actxmanc, agrwe, apxzlxw, axdvfoyzc, bdtibu, bqvivzbh, bwxiecs, ceoiugebc, chniea, daevydi, dgekz, drtrskcfe, dzjrq, eklkt, ekrjzfab, esksnivkz, eszltyk, ezysj, ffukx, fjizqpg, floozqy, fpbip, giijwyedi, gkjtfnzm, glydfnu, gmxkgozl, gnohtt, hcjhummz, hfwhtuqdh, hglinwx, hixkhl, hnpmrt, icwzp, ipdsmel, iudgw, ivgin, jcdnjde, jitkhsp, jnluct, jpsxehsd, jrmgrzq, jzgta, khnusqfc, kjovx, lraumre, mbgkws, miebiejoc, minqydanr, muujay, neenjvj, nlhtlnax, npvycjs, oaiee, obfracgg, obrpcqz, ohjidabg, osnoq, pigmpk, pijyxg, qavya, qjxmy, qooubafm, qqbwabx, rfaprvk, rsqxadc, rsykpdmsm, rxesbtwhq, swzsvbh, tcwzdbwiz, tsvnvao, ububpc, udvsc, ukxzaqnx, umuab, uxadc, uyuxleb, uznpufptt, uzqbtt, vfhgutb, vmrsdrdx, vuqgo, xchnx, xhfqg, xhwofsqvm, xpfhg, xrcrsv, xrkvfbpw, xszfjr, xwkowoi, yolyivi, yxswiklt, yywljt, zaoettlxl, zmbuzab, zmnxmlde, znfzed, zpcnraw, zqheewvn, zrdgoyd, zsrpekcl]
Algorithms.BubbleSortPassPerItem;Sorted STRING input;No description;1000;100000;45572;100;[actxmanc, agrwe, apxzlxw, axdvfoyzc, bdtibu, bqvivzbh, bwxiecs, ceoiugebc, chniea, daevydi, dgekz, drtrskcfe, dzjrq, eklkt, ekrjzfab, esksnivkz, eszltyk, ezysj, ffukx, fjizqpg, floozqy, fpbip, giijwyedi, gkjtfnzm, glydfnu, gmxkgozl, gnohtt, hcjhummz, hfwhtuqdh, hglinwx, hixkhl, hnpmrt, icwzp, ipdsmel, iudgw, ivgin, jcdnjde, jitkhsp, jnluct, jpsxehsd, jrmgrzq, jzgta, khnusqfc, kjovx, lraumre, mbgkws, miebiejoc, minqydanr, muujay, neenjvj, nlhtlnax, npvycjs, oaiee, obfracgg, obrpcqz, ohjidabg, osnoq, pigmpk, pijyxg, qavya, qjxmy, qooubafm, qqbwabx, rfaprvk, rsqxadc, rsykpdmsm, rxesbtwhq, swzsvbh, tcwzdbwiz, tsvnvao, ububpc, udvsc, ukxzaqnx, umuab, uxadc, uyuxleb, uznpufptt, uzqbtt, vfhgutb, vmrsdrdx, vuqgo, xchnx, xhfqg, xhwofsqvm, xpfhg, xrcrsv, xrkvfbpw, xszfjr, xwkowoi, yolyivi, yxswiklt, yywljt, zaoettlxl, zmbuzab, zmnxmlde, znfzed, zpcnraw, zqheewvn, zrdgoyd, zsrpekcl]
Algorithms.BubbleSortWhileNeeded;Sorted STRING input;No description;1000;100000;513;100;[actxmanc, agrwe, apxzlxw, axdvfoyzc, bdtibu, bqvivzbh, bwxiecs, ceoiugebc, chniea, daevydi, dgekz, drtrskcfe, dzjrq, eklkt, ekrjzfab, esksnivkz, eszltyk, ezysj, ffukx, fjizqpg, floozqy, fpbip, giijwyedi, gkjtfnzm, glydfnu, gmxkgozl, gnohtt, hcjhummz, hfwhtuqdh, hglinwx, hixkhl, hnpmrt, icwzp, ipdsmel, iudgw, ivgin, jcdnjde, jitkhsp, jnluct, jpsxehsd, jrmgrzq, jzgta, khnusqfc, kjovx, lraumre, mbgkws, miebiejoc, minqydanr, muujay, neenjvj, nlhtlnax, npvycjs, oaiee, obfracgg, obrpcqz, ohjidabg, osnoq, pigmpk, pijyxg, qavya, qjxmy, qooubafm, qqbwabx, rfaprvk, rsqxadc, rsykpdmsm, rxesbtwhq, swzsvbh, tcwzdbwiz, tsvnvao, ububpc, udvsc, ukxzaqnx, umuab, uxadc, uyuxleb, uznpufptt, uzqbtt, vfhgutb, vmrsdrdx, vuqgo, xchnx, xhfqg, xhwofsqvm, xpfhg, xrcrsv, xrkvfbpw, xszfjr, xwkowoi, yolyivi, yxswiklt, yywljt, zaoettlxl, zmbuzab, zmnxmlde, znfzed, zpcnraw, zqheewvn, zrdgoyd, zsrpekcl]
Algorithms.BubbleSortUntilNoChange;Sorted STRING reverse input;No description;1000;100000;66489;100;[zsrowb, zqwevhy, zqubwl, zllyzx, zlbuuk, zkyhh, zfsrur, zdmjud, zcbrul, ystqorpqb, xzylzhi, wvarduuv, wnssymfcz, wnktdfoul, wakmossb, vyrnl, uzjqr, ufmyvv, ucqqr, ubekf, stsdgjcp, srykdevv, silqdko, sedilmm, rwbsswruo, rrjvrq, qsric, qrcprjr, qozmf, qmofcbgbe, qfuzarh, pzjvbj, pvskkbhd, ptmwzvcv, pmlmh, pkiujkpas, pjvjudvew, pcvzffiix, pbghs, oznzq, nxzdliqt, numxcjmvl, nmvbuwz, nmeggbv, nlnecu, njkgpop, nidtqo, myjkeq, mxacvvpsp, mtlqi, mmntdh, mlsltfyss, mgdja, madjfcjv, lztyfgh, lvrjtutuu, kzwislxzp, kyvfmd, klyyy, khuwiryu, kfyugpa, kfkjuz, kbfwm, jyrch, jecdjifxn, jdkrto, jdieez, jcbxdqy, jbzrhmv, jbccbo, jaiogqv, irjia, iijmiruk, iibbgaz, idumbgytr, hbppwxsi, gyhhgpgt, gihfpgl, fupkorc, facwjz, exirs, eruzbv, erefng, eqjefiem, efusv, dimebtoua, dcxwmhd, cwqrxvgt, ckmfcvut, cgwjtamq, cdvros, cbcgclmcm, bubtr, bdisycemh, aykks, amzbqvzl, amsnh, aglxhmfw, afflrlnf, aeqxm]
Algorithms.BubbleSortPassPerItem;Sorted STRING reverse input;No description;1000;100000;60692;100;[zsrowb, zqwevhy, zqubwl, zllyzx, zlbuuk, zkyhh, zfsrur, zdmjud, zcbrul, ystqorpqb, xzylzhi, wvarduuv, wnssymfcz, wnktdfoul, wakmossb, vyrnl, uzjqr, ufmyvv, ucqqr, ubekf, stsdgjcp, srykdevv, silqdko, sedilmm, rwbsswruo, rrjvrq, qsric, qrcprjr, qozmf, qmofcbgbe, qfuzarh, pzjvbj, pvskkbhd, ptmwzvcv, pmlmh, pkiujkpas, pjvjudvew, pcvzffiix, pbghs, oznzq, nxzdliqt, numxcjmvl, nmvbuwz, nmeggbv, nlnecu, njkgpop, nidtqo, myjkeq, mxacvvpsp, mtlqi, mmntdh, mlsltfyss, mgdja, madjfcjv, lztyfgh, lvrjtutuu, kzwislxzp, kyvfmd, klyyy, khuwiryu, kfyugpa, kfkjuz, kbfwm, jyrch, jecdjifxn, jdkrto, jdieez, jcbxdqy, jbzrhmv, jbccbo, jaiogqv, irjia, iijmiruk, iibbgaz, idumbgytr, hbppwxsi, gyhhgpgt, gihfpgl, fupkorc, facwjz, exirs, eruzbv, erefng, eqjefiem, efusv, dimebtoua, dcxwmhd, cwqrxvgt, ckmfcvut, cgwjtamq, cdvros, cbcgclmcm, bubtr, bdisycemh, aykks, amzbqvzl, amsnh, aglxhmfw, afflrlnf, aeqxm]
Algorithms.BubbleSortWhileNeeded;Sorted STRING reverse input;No description;1000;100000;39171;100;[zsrowb, zqwevhy, zqubwl, zllyzx, zlbuuk, zkyhh, zfsrur, zdmjud, zcbrul, ystqorpqb, xzylzhi, wvarduuv, wnssymfcz, wnktdfoul, wakmossb, vyrnl, uzjqr, ufmyvv, ucqqr, ubekf, stsdgjcp, srykdevv, silqdko, sedilmm, rwbsswruo, rrjvrq, qsric, qrcprjr, qozmf, qmofcbgbe, qfuzarh, pzjvbj, pvskkbhd, ptmwzvcv, pmlmh, pkiujkpas, pjvjudvew, pcvzffiix, pbghs, oznzq, nxzdliqt, numxcjmvl, nmvbuwz, nmeggbv, nlnecu, njkgpop, nidtqo, myjkeq, mxacvvpsp, mtlqi, mmntdh, mlsltfyss, mgdja, madjfcjv, lztyfgh, lvrjtutuu, kzwislxzp, kyvfmd, klyyy, khuwiryu, kfyugpa, kfkjuz, kbfwm, jyrch, jecdjifxn, jdkrto, jdieez, jcbxdqy, jbzrhmv, jbccbo, jaiogqv, irjia, iijmiruk, iibbgaz, idumbgytr, hbppwxsi, gyhhgpgt, gihfpgl, fupkorc, facwjz, exirs, eruzbv, erefng, eqjefiem, efusv, dimebtoua, dcxwmhd, cwqrxvgt, ckmfcvut, cgwjtamq, cdvros, cbcgclmcm, bubtr, bdisycemh, aykks, amzbqvzl, amsnh, aglxhmfw, afflrlnf, aeqxm]
